"Date","Index","Type","Value"
2012-07-01,"Long-term index (12 months)","Quebec",57.6
2012-08-01,"Long-term index (12 months)","Quebec",61.6
2012-09-01,"Long-term index (12 months)","Quebec",61.4
2012-10-01,"Long-term index (12 months)","Quebec",63.3
2012-11-01,"Long-term index (12 months)","Quebec",61.8
2012-12-01,"Long-term index (12 months)","Quebec",60
2013-01-01,"Long-term index (12 months)","Quebec",63
2013-02-01,"Long-term index (12 months)","Quebec",64.6
2013-03-01,"Long-term index (12 months)","Quebec",66.5
2013-04-01,"Long-term index (12 months)","Quebec",64.2
2013-05-01,"Long-term index (12 months)","Quebec",59
2013-06-01,"Long-term index (12 months)","Quebec",55
2013-07-01,"Long-term index (12 months)","Quebec",56.1
2013-08-01,"Long-term index (12 months)","Quebec",58.5
2013-09-01,"Long-term index (12 months)","Quebec",59.1
2013-10-01,"Long-term index (12 months)","Quebec",58
2013-11-01,"Long-term index (12 months)","Quebec",55.3
2013-12-01,"Long-term index (12 months)","Quebec",54.4
2014-01-01,"Long-term index (12 months)","Quebec",56.6
2014-02-01,"Long-term index (12 months)","Quebec",59.5
2014-03-01,"Long-term index (12 months)","Quebec",59.4
2014-04-01,"Long-term index (12 months)","Quebec",59.2
2014-05-01,"Long-term index (12 months)","Quebec",60.9
2014-06-01,"Long-term index (12 months)","Quebec",62
2014-07-01,"Long-term index (12 months)","Quebec",60.5
2014-08-01,"Long-term index (12 months)","Quebec",60.1
2014-09-01,"Long-term index (12 months)","Quebec",60.5
2014-10-01,"Long-term index (12 months)","Quebec",58.5
2014-11-01,"Long-term index (12 months)","Quebec",59.3
2014-12-01,"Long-term index (12 months)","Quebec",58.2
2015-01-01,"Long-term index (12 months)","Quebec",56.3
2015-02-01,"Long-term index (12 months)","Quebec",58.5
2015-03-01,"Long-term index (12 months)","Quebec",59.4
2015-04-01,"Long-term index (12 months)","Quebec",57.3
2015-05-01,"Long-term index (12 months)","Quebec",56.6
2015-06-01,"Long-term index (12 months)","Quebec",58.2
2015-07-01,"Long-term index (12 months)","Quebec",58.5
2015-08-01,"Long-term index (12 months)","Quebec",57.3
2015-09-01,"Long-term index (12 months)","Quebec",59.5
2015-10-01,"Long-term index (12 months)","Quebec",57.1
2015-11-01,"Long-term index (12 months)","Quebec",56.5
2015-12-01,"Long-term index (12 months)","Quebec",59.6
2016-01-01,"Long-term index (12 months)","Quebec",61.2
2016-02-01,"Long-term index (12 months)","Quebec",66.3
2016-03-01,"Long-term index (12 months)","Quebec",65
2016-04-01,"Long-term index (12 months)","Quebec",62.2
2016-05-01,"Long-term index (12 months)","Quebec",60.4
2016-06-01,"Long-term index (12 months)","Quebec",61.6
2016-07-01,"Long-term index (12 months)","Quebec",64.1
2016-08-01,"Long-term index (12 months)","Quebec",64.9
2016-09-01,"Long-term index (12 months)","Quebec",67.1
2016-10-01,"Long-term index (12 months)","Quebec",64.8
2016-11-01,"Long-term index (12 months)","Quebec",63.8
2016-12-01,"Long-term index (12 months)","Quebec",65.8
2017-01-01,"Long-term index (12 months)","Quebec",68.6
2017-02-01,"Long-term index (12 months)","Quebec",66.6
2017-03-01,"Long-term index (12 months)","Quebec",65.7
2017-04-01,"Long-term index (12 months)","Quebec",65.7
2017-05-01,"Long-term index (12 months)","Quebec",65
2017-06-01,"Long-term index (12 months)","Quebec",65.8
2017-07-01,"Long-term index (12 months)","Quebec",68.9
2017-08-01,"Long-term index (12 months)","Quebec",71.5
2017-09-01,"Long-term index (12 months)","Quebec",70.9
2017-10-01,"Long-term index (12 months)","Quebec",67.6
2017-11-01,"Long-term index (12 months)","Quebec",65.4
2017-12-01,"Long-term index (12 months)","Quebec",66.3
2018-01-01,"Long-term index (12 months)","Quebec",71.3
2018-02-01,"Long-term index (12 months)","Quebec",73.9
2018-03-01,"Long-term index (12 months)","Quebec",72.6
2018-04-01,"Long-term index (12 months)","Quebec",68.7
2018-05-01,"Long-term index (12 months)","Quebec",68.1
2018-06-01,"Long-term index (12 months)","Quebec",72.8
2018-07-01,"Long-term index (12 months)","Quebec",69.5
2018-08-01,"Long-term index (12 months)","Quebec",71.8
2018-09-01,"Long-term index (12 months)","Quebec",74.5
2018-10-01,"Long-term index (12 months)","Quebec",66.2
2018-11-01,"Long-term index (12 months)","Quebec",60.9
2018-12-01,"Long-term index (12 months)","Quebec",61.8
2019-01-01,"Long-term index (12 months)","Quebec",63.5
2019-02-01,"Long-term index (12 months)","Quebec",64.8
2019-03-01,"Long-term index (12 months)","Quebec",65.3
2019-04-01,"Long-term index (12 months)","Quebec",63.6
2019-05-01,"Long-term index (12 months)","Quebec",64.7
2019-06-01,"Long-term index (12 months)","Quebec",67.6
2019-07-01,"Long-term index (12 months)","Quebec",67
2019-08-01,"Long-term index (12 months)","Quebec",67.7
2019-09-01,"Long-term index (12 months)","Quebec",68.8
2019-10-01,"Long-term index (12 months)","Quebec",66.7
2019-11-01,"Long-term index (12 months)","Quebec",67.4
2019-12-01,"Long-term index (12 months)","Quebec",65.5
2020-01-01,"Long-term index (12 months)","Quebec",63.5
2020-02-01,"Long-term index (12 months)","Quebec",68.3
2020-03-01,"Long-term index (12 months)","Quebec",60.2
2020-03-01,"Long-term index (12 months)","Quebec",15.7
2020-04-01,"Long-term index (12 months)","Quebec",24.4
2020-04-01,"Long-term index (12 months)","Quebec",32.1
2020-05-01,"Long-term index (12 months)","Quebec",36.4
2020-05-01,"Long-term index (12 months)","Quebec",35.7
2020-06-01,"Long-term index (12 months)","Quebec",38.1
2020-07-01,"Long-term index (12 months)","Quebec",39.6
2020-08-01,"Long-term index (12 months)","Quebec",43.9
2020-09-01,"Long-term index (12 months)","Quebec",45.2
2020-10-01,"Long-term index (12 months)","Quebec",42.2
2020-11-01,"Long-term index (12 months)","Quebec",44.3
2020-12-01,"Long-term index (12 months)","Quebec",51.3
2021-01-01,"Long-term index (12 months)","Quebec",53.9
2021-02-01,"Long-term index (12 months)","Quebec",55
2021-03-01,"Long-term index (12 months)","Quebec",59.8
2021-04-01,"Long-term index (12 months)","Quebec",62.9
2021-05-01,"Long-term index (12 months)","Quebec",63
2021-06-01,"Long-term index (12 months)","Quebec",63.9
2021-07-01,"Long-term index (12 months)","Quebec",63.4
2021-08-01,"Long-term index (12 months)","Quebec",62.4
2021-09-01,"Long-term index (12 months)","Quebec",53.6
2021-10-01,"Long-term index (12 months)","Quebec",51.6
2021-11-01,"Long-term index (12 months)","Quebec",58.4
2021-12-01,"Long-term index (12 months)","Quebec",56.9
2022-01-01,"Long-term index (12 months)","Quebec",53.3
2022-02-01,"Long-term index (12 months)","Quebec",53.2
2022-03-01,"Long-term index (12 months)","Quebec",57.2
2022-04-01,"Long-term index (12 months)","Quebec",58.8
2022-05-01,"Long-term index (12 months)","Quebec",58.3
2000-10-01,"Long-term index (12 months)","Ontario",74.8
2001-02-01,"Long-term index (12 months)","Ontario",64.9
2001-06-01,"Long-term index (12 months)","Ontario",57.8
2001-10-01,"Long-term index (12 months)","Ontario",51.9
2001-12-01,"Long-term index (12 months)","Ontario",64.8
2002-04-01,"Long-term index (12 months)","Ontario",77.4
2002-06-01,"Long-term index (12 months)","Ontario",75.5
2002-09-01,"Long-term index (12 months)","Ontario",71.3
2002-12-01,"Long-term index (12 months)","Ontario",70.7
2003-03-01,"Long-term index (12 months)","Ontario",70.6
2003-06-01,"Long-term index (12 months)","Ontario",62.9
2003-09-01,"Long-term index (12 months)","Ontario",67.4
2003-12-01,"Long-term index (12 months)","Ontario",68.9
2004-03-01,"Long-term index (12 months)","Ontario",70.8
2004-06-01,"Long-term index (12 months)","Ontario",66.8
2004-09-01,"Long-term index (12 months)","Ontario",68.4
2004-12-01,"Long-term index (12 months)","Ontario",68.2
2005-03-01,"Long-term index (12 months)","Ontario",69.1
2005-06-01,"Long-term index (12 months)","Ontario",65.9
2005-09-01,"Long-term index (12 months)","Ontario",62.4
2005-12-01,"Long-term index (12 months)","Ontario",64.4
2006-03-01,"Long-term index (12 months)","Ontario",66.1
2006-06-01,"Long-term index (12 months)","Ontario",64.2
2006-09-01,"Long-term index (12 months)","Ontario",64.8
2006-12-01,"Long-term index (12 months)","Ontario",64.2
2007-03-01,"Long-term index (12 months)","Ontario",66.9
2007-06-01,"Long-term index (12 months)","Ontario",64.1
2007-09-01,"Long-term index (12 months)","Ontario",65.4
2007-12-01,"Long-term index (12 months)","Ontario",60.1
2008-03-01,"Long-term index (12 months)","Ontario",60
2008-06-01,"Long-term index (12 months)","Ontario",54
2008-09-01,"Long-term index (12 months)","Ontario",54.8
2008-10-01,"Long-term index (12 months)","Ontario",41.4
2008-11-01,"Long-term index (12 months)","Ontario",41.1
2008-12-01,"Long-term index (12 months)","Ontario",35.9
2009-01-01,"Long-term index (12 months)","Ontario",35.9
2009-02-01,"Long-term index (12 months)","Ontario",43.1
2009-03-01,"Long-term index (12 months)","Ontario",40.5
2009-04-01,"Long-term index (12 months)","Ontario",52.3
2009-05-01,"Long-term index (12 months)","Ontario",59.9
2009-06-01,"Long-term index (12 months)","Ontario",57.9
2009-07-01,"Long-term index (12 months)","Ontario",60.6
2009-08-01,"Long-term index (12 months)","Ontario",66.4
2009-09-01,"Long-term index (12 months)","Ontario",70.3
2009-10-01,"Long-term index (12 months)","Ontario",65.6
2009-11-01,"Long-term index (12 months)","Ontario",66.7
2009-12-01,"Long-term index (12 months)","Ontario",64
2010-01-01,"Long-term index (12 months)","Ontario",63.3
2010-02-01,"Long-term index (12 months)","Ontario",69
2010-03-01,"Long-term index (12 months)","Ontario",70.6
2010-04-01,"Long-term index (12 months)","Ontario",65.7
2010-05-01,"Long-term index (12 months)","Ontario",65.3
2010-06-01,"Long-term index (12 months)","Ontario",68.4
2010-07-01,"Long-term index (12 months)","Ontario",65
2010-08-01,"Long-term index (12 months)","Ontario",65.9
2010-09-01,"Long-term index (12 months)","Ontario",59.8
2010-10-01,"Long-term index (12 months)","Ontario",65.4
2010-11-01,"Long-term index (12 months)","Ontario",62.4
2010-12-01,"Long-term index (12 months)","Ontario",69.4
2011-01-01,"Long-term index (12 months)","Ontario",67.8
2011-02-01,"Long-term index (12 months)","Ontario",68.9
2011-03-01,"Long-term index (12 months)","Ontario",66.1
2011-04-01,"Long-term index (12 months)","Ontario",70.7
2011-05-01,"Long-term index (12 months)","Ontario",64.2
2011-06-01,"Long-term index (12 months)","Ontario",65
2011-07-01,"Long-term index (12 months)","Ontario",67.4
2011-08-01,"Long-term index (12 months)","Ontario",60.4
2011-09-01,"Long-term index (12 months)","Ontario",58.6
2011-10-01,"Long-term index (12 months)","Ontario",61.8
2011-11-01,"Long-term index (12 months)","Ontario",58.7
2011-12-01,"Long-term index (12 months)","Ontario",63.6
2012-01-01,"Long-term index (12 months)","Ontario",62.9
2012-02-01,"Long-term index (12 months)","Ontario",65.4
2012-03-01,"Long-term index (12 months)","Ontario",68.2
2012-04-01,"Long-term index (12 months)","Ontario",67
2012-05-01,"Long-term index (12 months)","Ontario",61.2
2012-06-01,"Long-term index (12 months)","Ontario",60.6
2012-07-01,"Long-term index (12 months)","Ontario",60.3
2012-08-01,"Long-term index (12 months)","Ontario",58.4
2012-09-01,"Long-term index (12 months)","Ontario",60.1
2012-10-01,"Long-term index (12 months)","Ontario",65
2012-11-01,"Long-term index (12 months)","Ontario",62.7
2012-12-01,"Long-term index (12 months)","Ontario",62.7
2013-01-01,"Long-term index (12 months)","Ontario",64.9
2013-02-01,"Long-term index (12 months)","Ontario",65.3
2013-03-01,"Long-term index (12 months)","Ontario",61.5
2013-04-01,"Long-term index (12 months)","Ontario",62.9
2013-05-01,"Long-term index (12 months)","Ontario",61.9
2013-06-01,"Long-term index (12 months)","Ontario",57.3
2013-07-01,"Long-term index (12 months)","Ontario",66.5
2013-08-01,"Long-term index (12 months)","Ontario",68
2013-09-01,"Long-term index (12 months)","Ontario",63.5
2013-10-01,"Long-term index (12 months)","Ontario",66.4
2013-11-01,"Long-term index (12 months)","Ontario",65.8
2013-12-01,"Long-term index (12 months)","Ontario",63.1
2014-01-01,"Long-term index (12 months)","Ontario",65.4
2014-02-01,"Long-term index (12 months)","Ontario",62.7
2014-03-01,"Long-term index (12 months)","Ontario",63
2014-04-01,"Long-term index (12 months)","Ontario",67.6
2014-05-01,"Long-term index (12 months)","Ontario",65.5
2014-06-01,"Long-term index (12 months)","Ontario",61.9
2014-07-01,"Long-term index (12 months)","Ontario",60.5
2014-08-01,"Long-term index (12 months)","Ontario",64.5
2014-09-01,"Long-term index (12 months)","Ontario",65.3
2014-10-01,"Long-term index (12 months)","Ontario",70.9
2014-11-01,"Long-term index (12 months)","Ontario",65.6
2014-12-01,"Long-term index (12 months)","Ontario",64.1
2015-01-01,"Long-term index (12 months)","Ontario",67.8
2015-02-01,"Long-term index (12 months)","Ontario",60
2015-03-01,"Long-term index (12 months)","Ontario",65.5
2015-04-01,"Long-term index (12 months)","Ontario",62.5
2015-05-01,"Long-term index (12 months)","Ontario",63.2
2015-06-01,"Long-term index (12 months)","Ontario",63.5
2015-07-01,"Long-term index (12 months)","Ontario",60.7
2015-08-01,"Long-term index (12 months)","Ontario",61.3
2015-09-01,"Long-term index (12 months)","Ontario",59.9
2015-10-01,"Long-term index (12 months)","Ontario",62.5
2015-11-01,"Long-term index (12 months)","Ontario",63
2015-12-01,"Long-term index (12 months)","Ontario",59.9
2016-01-01,"Long-term index (12 months)","Ontario",58.4
2016-02-01,"Long-term index (12 months)","Ontario",60.8
2016-03-01,"Long-term index (12 months)","Ontario",57
2016-04-01,"Long-term index (12 months)","Ontario",62.6
2016-05-01,"Long-term index (12 months)","Ontario",65.8
2016-06-01,"Long-term index (12 months)","Ontario",61.5
2016-07-01,"Long-term index (12 months)","Ontario",61.2
2016-08-01,"Long-term index (12 months)","Ontario",62.6
2016-09-01,"Long-term index (12 months)","Ontario",60.5
2016-10-01,"Long-term index (12 months)","Ontario",60.4
2016-11-01,"Long-term index (12 months)","Ontario",62.2
2016-12-01,"Long-term index (12 months)","Ontario",64.2
2017-01-01,"Long-term index (12 months)","Ontario",63.4
2017-02-01,"Long-term index (12 months)","Ontario",64.7
2017-03-01,"Long-term index (12 months)","Ontario",65.6
2017-04-01,"Long-term index (12 months)","Ontario",68.7
2017-05-01,"Long-term index (12 months)","Ontario",68.2
2017-06-01,"Long-term index (12 months)","Ontario",58
2017-07-01,"Long-term index (12 months)","Ontario",59.5
2017-08-01,"Long-term index (12 months)","Ontario",56.9
2017-09-01,"Long-term index (12 months)","Ontario",55
2017-10-01,"Long-term index (12 months)","Ontario",55.5
2017-11-01,"Long-term index (12 months)","Ontario",58.3
2017-12-01,"Long-term index (12 months)","Ontario",57.5
2018-01-01,"Long-term index (12 months)","Ontario",58.7
2018-02-01,"Long-term index (12 months)","Ontario",59
2018-03-01,"Long-term index (12 months)","Ontario",57.1
2018-04-01,"Long-term index (12 months)","Ontario",56.9
2018-05-01,"Long-term index (12 months)","Ontario",64.7
2018-06-01,"Long-term index (12 months)","Ontario",62.4
2018-07-01,"Long-term index (12 months)","Ontario",56.2
2018-08-01,"Long-term index (12 months)","Ontario",57.6
2018-09-01,"Long-term index (12 months)","Ontario",61.2
2018-10-01,"Long-term index (12 months)","Ontario",64.2
2018-11-01,"Long-term index (12 months)","Ontario",62.1
2018-12-01,"Long-term index (12 months)","Ontario",59.1
2019-01-01,"Long-term index (12 months)","Ontario",60.4
2019-02-01,"Long-term index (12 months)","Ontario",64.1
2019-03-01,"Long-term index (12 months)","Ontario",59.5
2019-04-01,"Long-term index (12 months)","Ontario",59.1
2019-05-01,"Long-term index (12 months)","Ontario",61.7
2019-06-01,"Long-term index (12 months)","Ontario",62.6
2019-07-01,"Long-term index (12 months)","Ontario",56
2019-08-01,"Long-term index (12 months)","Ontario",59.9
2019-09-01,"Long-term index (12 months)","Ontario",60.5
2019-10-01,"Long-term index (12 months)","Ontario",60
2019-11-01,"Long-term index (12 months)","Ontario",58.3
2019-12-01,"Long-term index (12 months)","Ontario",62.5
2020-01-01,"Long-term index (12 months)","Ontario",59.9
2020-02-01,"Long-term index (12 months)","Ontario",64.4
2020-03-01,"Long-term index (12 months)","Ontario",53.2
2020-03-01,"Long-term index (12 months)","Ontario",37
2020-04-01,"Long-term index (12 months)","Ontario",41
2020-04-01,"Long-term index (12 months)","Ontario",52.6
2020-05-01,"Long-term index (12 months)","Ontario",57.2
2020-05-01,"Long-term index (12 months)","Ontario",57.1
2020-06-01,"Long-term index (12 months)","Ontario",54
2020-07-01,"Long-term index (12 months)","Ontario",66
2020-08-01,"Long-term index (12 months)","Ontario",63.1
2020-09-01,"Long-term index (12 months)","Ontario",65.4
2020-10-01,"Long-term index (12 months)","Ontario",57.3
2020-11-01,"Long-term index (12 months)","Ontario",60.3
2020-12-01,"Long-term index (12 months)","Ontario",62.4
2021-01-01,"Long-term index (12 months)","Ontario",57.9
2021-02-01,"Long-term index (12 months)","Ontario",64.1
2021-03-01,"Long-term index (12 months)","Ontario",72.8
2021-04-01,"Long-term index (12 months)","Ontario",62.8
2021-05-01,"Long-term index (12 months)","Ontario",68.6
2021-06-01,"Long-term index (12 months)","Ontario",69.8
2021-07-01,"Long-term index (12 months)","Ontario",72.1
2021-08-01,"Long-term index (12 months)","Ontario",68.5
2021-09-01,"Long-term index (12 months)","Ontario",59.8
2021-10-01,"Long-term index (12 months)","Ontario",62
2021-11-01,"Long-term index (12 months)","Ontario",63.9
2021-12-01,"Long-term index (12 months)","Ontario",68.5
2022-01-01,"Long-term index (12 months)","Ontario",56.3
2022-02-01,"Long-term index (12 months)","Ontario",63.1
2022-03-01,"Long-term index (12 months)","Ontario",67.2
2022-04-01,"Long-term index (12 months)","Ontario",67.4
2022-05-01,"Long-term index (12 months)","Ontario",63.6
2000-10-01,"Long-term index (12 months)","Manitoba",69.2
2001-02-01,"Long-term index (12 months)","Manitoba",60.9
2001-06-01,"Long-term index (12 months)","Manitoba",56.6
2001-10-01,"Long-term index (12 months)","Manitoba",55.3
2001-12-01,"Long-term index (12 months)","Manitoba",66.7
2002-04-01,"Long-term index (12 months)","Manitoba",75
2002-06-01,"Long-term index (12 months)","Manitoba",69.5
2002-09-01,"Long-term index (12 months)","Manitoba",71.9
2002-12-01,"Long-term index (12 months)","Manitoba",69.6
2003-03-01,"Long-term index (12 months)","Manitoba",67.6
2003-06-01,"Long-term index (12 months)","Manitoba",69.8
2003-09-01,"Long-term index (12 months)","Manitoba",62.4
2003-12-01,"Long-term index (12 months)","Manitoba",61
2004-03-01,"Long-term index (12 months)","Manitoba",67.7
2004-06-01,"Long-term index (12 months)","Manitoba",59.2
2004-09-01,"Long-term index (12 months)","Manitoba",60.6
2004-12-01,"Long-term index (12 months)","Manitoba",62.6
2005-03-01,"Long-term index (12 months)","Manitoba",73.2
2005-06-01,"Long-term index (12 months)","Manitoba",68.2
2005-09-01,"Long-term index (12 months)","Manitoba",59.7
2005-12-01,"Long-term index (12 months)","Manitoba",62.7
2006-03-01,"Long-term index (12 months)","Manitoba",65.1
2006-06-01,"Long-term index (12 months)","Manitoba",67.1
2006-09-01,"Long-term index (12 months)","Manitoba",65.4
2006-12-01,"Long-term index (12 months)","Manitoba",65.6
2007-03-01,"Long-term index (12 months)","Manitoba",72.7
2007-06-01,"Long-term index (12 months)","Manitoba",76.1
2007-09-01,"Long-term index (12 months)","Manitoba",70.9
2007-12-01,"Long-term index (12 months)","Manitoba",62.5
2008-03-01,"Long-term index (12 months)","Manitoba",64.9
2008-06-01,"Long-term index (12 months)","Manitoba",62.9
2008-09-01,"Long-term index (12 months)","Manitoba",59.8
2008-10-01,"Long-term index (12 months)","Manitoba",53.8
2008-11-01,"Long-term index (12 months)","Manitoba",51.9
2008-12-01,"Long-term index (12 months)","Manitoba",50.4
2009-01-01,"Long-term index (12 months)","Manitoba",47.3
2009-02-01,"Long-term index (12 months)","Manitoba",48.3
2009-03-01,"Long-term index (12 months)","Manitoba",49
2009-04-01,"Long-term index (12 months)","Manitoba",54.2
2009-05-01,"Long-term index (12 months)","Manitoba",59.1
2009-06-01,"Long-term index (12 months)","Manitoba",59.6
2009-07-01,"Long-term index (12 months)","Manitoba",61.6
2009-08-01,"Long-term index (12 months)","Manitoba",60.4
2009-09-01,"Long-term index (12 months)","Manitoba",65.5
2009-10-01,"Long-term index (12 months)","Manitoba",64.6
2009-11-01,"Long-term index (12 months)","Manitoba",67.9
2009-12-01,"Long-term index (12 months)","Manitoba",68.2
2010-01-01,"Long-term index (12 months)","Manitoba",65
2010-02-01,"Long-term index (12 months)","Manitoba",67.9
2010-03-01,"Long-term index (12 months)","Manitoba",67.3
2010-04-01,"Long-term index (12 months)","Manitoba",60.8
2010-05-01,"Long-term index (12 months)","Manitoba",60.5
2010-06-01,"Long-term index (12 months)","Manitoba",56.8
2010-07-01,"Long-term index (12 months)","Manitoba",56.3
2010-08-01,"Long-term index (12 months)","Manitoba",58.6
2010-09-01,"Long-term index (12 months)","Manitoba",58.1
2010-10-01,"Long-term index (12 months)","Manitoba",59.3
2010-11-01,"Long-term index (12 months)","Manitoba",59.5
2010-12-01,"Long-term index (12 months)","Manitoba",65.4
2011-01-01,"Long-term index (12 months)","Manitoba",69
2011-02-01,"Long-term index (12 months)","Manitoba",72.9
2011-03-01,"Long-term index (12 months)","Manitoba",74.6
2011-04-01,"Long-term index (12 months)","Manitoba",74.1
2011-05-01,"Long-term index (12 months)","Manitoba",72.7
2011-06-01,"Long-term index (12 months)","Manitoba",72.1
2011-07-01,"Long-term index (12 months)","Manitoba",70.5
2011-08-01,"Long-term index (12 months)","Manitoba",67
2011-09-01,"Long-term index (12 months)","Manitoba",67.6
2011-10-01,"Long-term index (12 months)","Manitoba",63.9
2011-11-01,"Long-term index (12 months)","Manitoba",65.4
2011-12-01,"Long-term index (12 months)","Manitoba",65.4
2012-01-01,"Long-term index (12 months)","Manitoba",66.2
2012-02-01,"Long-term index (12 months)","Manitoba",69.5
2012-03-01,"Long-term index (12 months)","Manitoba",67
2012-04-01,"Long-term index (12 months)","Manitoba",67.4
2012-05-01,"Long-term index (12 months)","Manitoba",66.5
2012-06-01,"Long-term index (12 months)","Manitoba",64.4
2012-07-01,"Long-term index (12 months)","Manitoba",63.6
2012-08-01,"Long-term index (12 months)","Manitoba",61.1
2012-09-01,"Long-term index (12 months)","Manitoba",57.9
2012-10-01,"Long-term index (12 months)","Manitoba",58.4
2012-11-01,"Long-term index (12 months)","Manitoba",59.8
2012-12-01,"Long-term index (12 months)","Manitoba",61.9
2013-01-01,"Long-term index (12 months)","Manitoba",63.8
2013-02-01,"Long-term index (12 months)","Manitoba",62.1
2013-03-01,"Long-term index (12 months)","Manitoba",63.3
2013-04-01,"Long-term index (12 months)","Manitoba",62.3
2013-05-01,"Long-term index (12 months)","Manitoba",60.6
2013-06-01,"Long-term index (12 months)","Manitoba",60
2013-07-01,"Long-term index (12 months)","Manitoba",58.4
2013-08-01,"Long-term index (12 months)","Manitoba",58.1
2013-09-01,"Long-term index (12 months)","Manitoba",59.8
2013-10-01,"Long-term index (12 months)","Manitoba",61.1
2013-11-01,"Long-term index (12 months)","Manitoba",65.2
2013-12-01,"Long-term index (12 months)","Manitoba",64.1
2014-01-01,"Long-term index (12 months)","Manitoba",62.2
2014-02-01,"Long-term index (12 months)","Manitoba",62.4
2014-03-01,"Long-term index (12 months)","Manitoba",60.1
2014-04-01,"Long-term index (12 months)","Manitoba",62.8
2014-05-01,"Long-term index (12 months)","Manitoba",64.9
2014-06-01,"Long-term index (12 months)","Manitoba",63.8
2014-07-01,"Long-term index (12 months)","Manitoba",64.5
2014-08-01,"Long-term index (12 months)","Manitoba",64.5
2014-09-01,"Long-term index (12 months)","Manitoba",63.5
2014-10-01,"Long-term index (12 months)","Manitoba",64.5
2014-11-01,"Long-term index (12 months)","Manitoba",63.8
2014-12-01,"Long-term index (12 months)","Manitoba",60.9
2015-01-01,"Long-term index (12 months)","Manitoba",58.5
2015-02-01,"Long-term index (12 months)","Manitoba",56.9
2015-03-01,"Long-term index (12 months)","Manitoba",54
2015-04-01,"Long-term index (12 months)","Manitoba",58.9
2015-05-01,"Long-term index (12 months)","Manitoba",60.8
2015-06-01,"Long-term index (12 months)","Manitoba",61.7
2015-07-01,"Long-term index (12 months)","Manitoba",61.7
2015-08-01,"Long-term index (12 months)","Manitoba",56.4
2015-09-01,"Long-term index (12 months)","Manitoba",55.4
2015-10-01,"Long-term index (12 months)","Manitoba",58.3
2015-11-01,"Long-term index (12 months)","Manitoba",63.4
2015-12-01,"Long-term index (12 months)","Manitoba",65.7
2016-01-01,"Long-term index (12 months)","Manitoba",63.5
2016-02-01,"Long-term index (12 months)","Manitoba",61.5
2016-03-01,"Long-term index (12 months)","Manitoba",54.8
2016-04-01,"Long-term index (12 months)","Manitoba",54
2016-05-01,"Long-term index (12 months)","Manitoba",57.7
2016-06-01,"Long-term index (12 months)","Manitoba",57.8
2016-07-01,"Long-term index (12 months)","Manitoba",56.4
2016-08-01,"Long-term index (12 months)","Manitoba",56.1
2016-09-01,"Long-term index (12 months)","Manitoba",54.7
2016-10-01,"Long-term index (12 months)","Manitoba",55.6
2016-11-01,"Long-term index (12 months)","Manitoba",63.2
2016-12-01,"Long-term index (12 months)","Manitoba",66.7
2017-01-01,"Long-term index (12 months)","Manitoba",67.1
2017-02-01,"Long-term index (12 months)","Manitoba",66.9
2017-03-01,"Long-term index (12 months)","Manitoba",64.5
2017-04-01,"Long-term index (12 months)","Manitoba",63.5
2017-05-01,"Long-term index (12 months)","Manitoba",66.4
2017-06-01,"Long-term index (12 months)","Manitoba",67.1
2017-07-01,"Long-term index (12 months)","Manitoba",68.9
2017-08-01,"Long-term index (12 months)","Manitoba",65.2
2017-09-01,"Long-term index (12 months)","Manitoba",57.3
2017-10-01,"Long-term index (12 months)","Manitoba",55.5
2017-11-01,"Long-term index (12 months)","Manitoba",55.3
2017-12-01,"Long-term index (12 months)","Manitoba",57.4
2018-01-01,"Long-term index (12 months)","Manitoba",61.6
2018-02-01,"Long-term index (12 months)","Manitoba",63.2
2018-03-01,"Long-term index (12 months)","Manitoba",61.2
2018-04-01,"Long-term index (12 months)","Manitoba",59.9
2018-05-01,"Long-term index (12 months)","Manitoba",59.3
2018-06-01,"Long-term index (12 months)","Manitoba",59.3
2018-07-01,"Long-term index (12 months)","Manitoba",60.1
2018-08-01,"Long-term index (12 months)","Manitoba",62.4
2018-09-01,"Long-term index (12 months)","Manitoba",61.1
2018-10-01,"Long-term index (12 months)","Manitoba",62.2
2018-11-01,"Long-term index (12 months)","Manitoba",61.3
2018-12-01,"Long-term index (12 months)","Manitoba",59.4
2019-01-01,"Long-term index (12 months)","Manitoba",56.3
2019-02-01,"Long-term index (12 months)","Manitoba",52.6
2019-03-01,"Long-term index (12 months)","Manitoba",51.4
2019-04-01,"Long-term index (12 months)","Manitoba",50.9
2019-05-01,"Long-term index (12 months)","Manitoba",52.3
2019-06-01,"Long-term index (12 months)","Manitoba",55.4
2019-07-01,"Long-term index (12 months)","Manitoba",60.1
2019-08-01,"Long-term index (12 months)","Manitoba",62.1
2019-09-01,"Long-term index (12 months)","Manitoba",62.6
2019-10-01,"Long-term index (12 months)","Manitoba",63.5
2019-11-01,"Long-term index (12 months)","Manitoba",59.8
2019-12-01,"Long-term index (12 months)","Manitoba",57.9
2020-01-01,"Long-term index (12 months)","Manitoba",57.4
2020-02-01,"Long-term index (12 months)","Manitoba",55.1
2020-03-01,"Long-term index (12 months)","Manitoba",51.8
2020-03-01,"Long-term index (12 months)","Manitoba",37.5
2020-04-01,"Long-term index (12 months)","Manitoba",46.2
2020-04-01,"Long-term index (12 months)","Manitoba",45
2020-05-01,"Long-term index (12 months)","Manitoba",57.3
2020-05-01,"Long-term index (12 months)","Manitoba",50
